시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU,경도,위도,좌표조회방식,좌표조회에러
부산광역시 부산진구 개금동,523-37,523,37,세르빌,월세,16.72,202603,"4,500",2,5,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100005230037,129.02090436553516,35.15145746145758,parcel_address,
부산광역시 남구 대연동,1283-38,1283,38,더아이원,월세,13.1275,202603,500,34,3,2019,부산광역시,남구,대연동,0,2629010600,2629010600012830038,129.0881909728238,35.136813426856136,parcel_address,
부산광역시 부산진구 전포동,355-14,355,14,베니스,월세,15.105,202603,"1,000",40,4,2019,부산광역시,부산진구,전포동,0,2623010200,2623010200003550014,129.06685816274927,35.15297119453396,parcel_address,
부산광역시 부산진구 전포동,373-17,373,17,블루빌,월세,17.66,202603,500,33,2,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003730017,129.06714898137298,35.149086220549414,parcel_address,
부산광역시 부산진구 전포동,340-16,340,16,누보빌,월세,13.97,202603,500,31,7,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200003400016,129.06625487914454,35.15411702781421,parcel_address,
부산광역시 중구 대청동4가,91-1,91,1,더휴,월세,20.7,202603,"1,000",28,5,2014,부산광역시,중구,대청동4가,0,2611011900,2611011900000910001,129.03062655180386,35.103800824629644,parcel_address,
부산광역시 수영구 망미동,391-7,391,7,리안느,전세,21.89,202603,"7,000",0,3,2022,부산광역시,수영구,망미동,0,2650010100,2650010100003910007,129.11340970480194,35.175403223025235,parcel_address,
부산광역시 수영구 광안동,536-17,536,17,KDDomus,전세,27.15,202603,"13,495",0,2,2019,부산광역시,수영구,광안동,0,2650010400,2650010400005360017,129.11003049250797,35.16116560014632,parcel_address,
부산광역시 수영구 광안동,90-46,90,46,청목구름처럼,월세,14.17,202603,300,35,2,2013,부산광역시,수영구,광안동,0,2650010400,2650010400000900046,129.11590886487357,35.16534609070123,parcel_address,
부산광역시 수영구 수영동,459-9,459,9,웰컴하우스,월세,26.765,202603,"5,000",4,4,2012,부산광역시,수영구,수영동,0,2650010200,2650010200004590009,129.1114098931252,35.17089904738187,parcel_address,
부산광역시 사상구 주례동,55-152,55,152,씨엔씨타운,월세,11.52,202603,100,23,2,2001,부산광역시,사상구,주례동,0,2653010600,2653010600000550152,129.01324928350726,35.15009241655984,parcel_address,
부산광역시 수영구 광안동,101-20,101,20,넘버원빌,월세,17.37,202603,300,17,5,2011,부산광역시,수영구,광안동,0,2650010400,2650010400001010020,129.11548664566402,35.163155023036694,parcel_address,
부산광역시 동구 초량동,1054-1,1054,1,청용골든빌,월세,18.07,202603,300,33,3,2012,부산광역시,동구,초량동,0,2617010100,2617010100010540001,129.03656427472663,35.11518866353802,parcel_address,
부산광역시 서구 동대신동3가,13-20,13,20,골드캐슬,월세,16.58,202603,"1,900",32,2,2011,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130020,129.01602139932078,35.118753709159165,parcel_address,
부산광역시 남구 대연동,987-52,987,52,시드니캐슬,월세,16.2975,202603,500,43,3,2017,부산광역시,남구,대연동,0,2629010600,2629010600009870052,129.09111792502412,35.13260949953205,parcel_address,
부산광역시 금정구 장전동,26-3,26,3,무지개,월세,21.63,202603,"1,000",36,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800000260003,129.08139367899864,35.2377629565365,parcel_address,
부산광역시 동래구 온천동,1380-14,1380,14,더베스아이,월세,14.42,202603,500,30,3,2016,부산광역시,동래구,온천동,0,2626010800,2626010800013800014,129.06799868762397,35.2027540565996,parcel_address,
부산광역시 북구 덕천동,429-14,429,14,다원빌,월세,26.95,202603,500,37,3,2013,부산광역시,북구,덕천동,0,2632010400,2632010400004290014,129.0118509441279,35.20980996014752,parcel_address,
부산광역시 중구 보수동3가,71-8,71,8,일강빌,월세,14.65,202603,300,40,2,2014,부산광역시,중구,보수동3가,0,2611012200,2611012200000710008,129.0229991455434,35.103589960291586,parcel_address,
부산광역시 북구 덕천동,422-3,422,3,제니스빌,월세,13.2672,202603,"1,000",30,2,2019,부산광역시,북구,덕천동,0,2632010400,2632010400004220003,129.01738654427504,35.21173304045424,parcel_address,
부산광역시 동래구 명륜동,512-1,512,1,골든빌,월세,18.52,202603,500,35,2,2013,부산광역시,동래구,명륜동,0,2626010700,2626010700005120001,129.08017489810481,35.20291672812358,parcel_address,
부산광역시 연제구 연산동,731-5,731,5,라움,월세,17.56,202603,"1,000",40,13,2019,부산광역시,연제구,연산동,0,2647010200,2647010200007310005,129.08339357039227,35.18544343191509,parcel_address,
부산광역시 연제구 연산동,1255-28,1255,28,(1255-28),월세,18.47,202603,500,43,2,2014,부산광역시,연제구,연산동,0,2647010200,2647010200012550028,129.0787994811114,35.18607308056136,parcel_address,
부산광역시 연제구 연산동,1498-20,1498,20,마이빌,월세,17.13,202603,"2,000",29,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014980020,129.075412046916,35.183140762165266,parcel_address,
부산광역시 수영구 광안동,177-9,177,9,트라움하우스17차,전세,16.22,202603,"7,000",0,3,2018,부산광역시,수영구,광안동,0,2650010400,2650010400001770009,129.11420225139113,35.15267583715407,parcel_address,
부산광역시 수영구 광안동,103-41,103,41,명성콜렉트2,월세,24.345,202603,"10,000",2,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001030041,129.11717188688,35.163204018551745,parcel_address,
부산광역시 연제구 연산동,635-24,635,24,수림원룸,월세,17.37,202603,100,21,2,2002,부산광역시,연제구,연산동,0,2647010200,2647010200006350024,129.08662683606843,35.18527130875399,parcel_address,
부산광역시 수영구 광안동,186-30,186,30,골드리치하우스,전세,20.74,202603,"5,000",0,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001860030,129.11259008968068,35.15041225300436,parcel_address,
부산광역시 수영구 광안동,120-167,120,167,지산하우스,월세,18.45,202603,500,31,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001200167,129.1143733840894,35.16002408853768,parcel_address,
부산광역시 수영구 광안동,103-16,103,16,명성콜렉트1,월세,16.585,202603,500,16,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001030016,129.11696254072075,35.163190769381536,parcel_address,
부산광역시 연제구 연산동,867-31,867,31,이스타나빌,월세,20.66,202603,"4,000",25,2,2016,부산광역시,연제구,연산동,0,2647010200,2647010200008670031,129.07612206057718,35.17753453590757,parcel_address,
부산광역시 사상구 주례동,74-46,74,46,동이빌,월세,10.8195,202603,"1,000",33,6,2018,부산광역시,사상구,주례동,0,2653010600,2653010600000740046,129.01207580617904,35.14975462916641,parcel_address,
부산광역시 연제구 연산동,1405-25,1405,25,하이트빌B동,월세,16.38,202603,300,40,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200014050025,129.07672946831087,35.18411387890315,parcel_address,
부산광역시 남구 대연동,899-5,899,5,엘이즈디공오,월세,18.86,202603,"1,000",63,3,2021,부산광역시,남구,대연동,0,2629010600,2629010600008990005,129.08884826682328,35.132193374034095,parcel_address,
부산광역시 남구 대연동,1758-18,1758,18,더존하우스,월세,27.88,202603,"8,500",13,4,2013,부산광역시,남구,대연동,0,2629010600,2629010600017580018,129.0875276085647,35.13536528996603,parcel_address,
부산광역시 남구 대연동,543-2,543,2,르씨엘대연,월세,12.53,202603,"11,000",10,3,2022,부산광역시,남구,대연동,0,2629010600,2629010600005430002,129.09997698136846,35.132974648409686,parcel_address,
부산광역시 금정구 부곡동,308-32,308,32,그린빌,월세,17.33,202603,200,29,2,2011,부산광역시,금정구,부곡동,0,2641010900,2641010900003080032,129.0922823385465,35.22486063895814,parcel_address,
부산광역시 서구 동대신동3가,13-13,13,13,구덕파크빌,월세,16.09,202603,500,35,2,2013,부산광역시,서구,동대신동3가,0,2614010300,2614010300000130013,129.01599611563492,35.11918261144028,parcel_address,
부산광역시 중구 대청동4가,82-21,82,21,대청포세이돈아크로,월세,15.16,202603,"8,000",17,12,2020,부산광역시,중구,대청동4가,0,2611011900,2611011900000820021,129.0290738221006,35.103603550148215,parcel_address,
부산광역시 서구 서대신동3가,61-17,61,17,동아드림파크,월세,28.94,202603,"1,000",30,4,2003,부산광역시,서구,서대신동3가,0,2614010600,2614010600000610017,129.0164453881805,35.120671785356734,parcel_address,
부산광역시 부산진구 양정동,238-8,238,8,골든하우스,월세,17.0435,202603,300,29,4,2010,부산광역시,부산진구,양정동,0,2623010100,2623010100002380008,129.07393866743047,35.17829976422983,parcel_address,
부산광역시 남구 용호동,486-40,486,40,파크블루12차,월세,16.99,202603,300,46,11,2024,부산광역시,남구,용호동,0,2629010700,2629010700004860040,129.11040443339505,35.115791054231664,parcel_address,
부산광역시 동래구 명장동,57-26,57,26,칸타빌,월세,18.51,202603,500,35,2,2011,부산광역시,동래구,명장동,0,2626010100,2626010100000570026,129.1022431043729,35.205312190497864,parcel_address,
부산광역시 부산진구 전포동,882-18,882,18,화수분,월세,20.46,202603,300,33,4,2012,부산광역시,부산진구,전포동,0,2623010200,2623010200008820018,129.06289087021702,35.151810788469284,parcel_address,
부산광역시 부산진구 개금동,177-101,177,101,미즈디,월세,15.19,202603,150,42,3,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770101,129.02261215533008,35.151561543142606,parcel_address,
부산광역시 북구 구포동,413-12,413,12,센트럴시티,월세,13.6762,202603,300,30,3,2018,부산광역시,북구,구포동,0,2632010500,2632010500004130012,128.99947996344963,35.205975768817936,parcel_address,
부산광역시 해운대구 재송동,1073-18,1073,18,센텀스타빌,월세,29.7,202603,300,39,2,2012,부산광역시,해운대구,재송동,0,2635010400,2635010400010730018,129.12177074758438,35.18725858660762,parcel_address,
부산광역시 서구 충무동2가,1-25,1,25,충무프라임빌,월세,14.465,202603,500,45,4,2016,부산광역시,서구,충무동2가,0,2614012100,2614012100000010025,129.02284530135876,35.09576280315602,parcel_address,
부산광역시 부산진구 양정동,314-2,314,2,건아펜트하우스,월세,15.15,202603,500,39,9,2021,부산광역시,부산진구,양정동,0,2623010100,2623010100003140002,129.06925620403615,35.17577945880968,parcel_address,
부산광역시 부산진구 양정동,138-7,138,7,정원스카이힐,월세,27.35,202603,"2,000",29,2,2013,부산광역시,부산진구,양정동,0,2623010100,2623010100001380007,129.07545727552247,35.175107217671055,parcel_address,
부산광역시 동래구 온천동,1464-38,1464,38,태성오피스텔,전세,21.37,202603,"10,000",0,7,2015,부산광역시,동래구,온천동,0,2626010800,2626010800014640038,129.0700196878036,35.202782592372984,parcel_address,
부산광역시 부산진구 부전동,410-15,410,15,화이트빌A동,월세,15.74,202603,500,37,7,2012,부산광역시,부산진구,부전동,0,2623010300,2623010300004100015,129.053876660206,35.1606408736089,parcel_address,
부산광역시 부산진구 부전동,122-2,122,2,초이스,월세,17.61,202603,300,40,5,2010,부산광역시,부산진구,부전동,0,2623010300,2623010300001220002,129.06150664366743,35.15885727678723,parcel_address,
부산광역시 부산진구 가야동,644-25,644,25,마이크로하우스,월세,13.6,202603,500,35,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000006440025,129.02677516151084,35.1506245754008,parcel_address,
부산광역시 부산진구 가야동,644-25,644,25,마이크로하우스,월세,13.6,202603,500,35,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000006440025,129.02677516151084,35.1506245754008,parcel_address,
부산광역시 중구 동광동5가,12-9,12,9,태양빌리지,월세,25.95,202603,500,20,3,2003,부산광역시,중구,동광동5가,0,2611011500,2611011500000120009,129.0334910490879,35.1077941177016,parcel_address,
부산광역시 수영구 광안동,145-40,145,40,흑석그린파크,월세,16.2,202603,"3,000",22,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001450040,129.11478746575318,35.15790540967937,parcel_address,
부산광역시 수영구 광안동,102-21,102,21,올리브하우스,월세,14.58,202603,500,39,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001020021,129.11725976214197,35.16263547240328,parcel_address,
부산광역시 수영구 광안동,145-40,145,40,흑석그린파크,전세,24.27,202603,"10,000",0,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001450040,129.11478746575318,35.15790540967937,parcel_address,
부산광역시 연제구 연산동,621-2,621,2,연제베스트빌,월세,18.55,202603,500,24,2,2012,부산광역시,연제구,연산동,0,2647010200,2647010200006210002,129.08641975795751,35.18699168746559,parcel_address,
부산광역시 사상구 주례동,166-87,166,87,양지코쿤빌32차,월세,12.545,202603,300,24,4,2013,부산광역시,사상구,주례동,0,2653010600,2653010600001660087,129.0112198788447,35.148540795015144,parcel_address,
부산광역시 수영구 광안동,102-24,102,24,카사엘,월세,25.61,202603,"8,000",2,4,2014,부산광역시,수영구,광안동,0,2650010400,2650010400001020024,129.11744102203764,35.16260960924518,parcel_address,
부산광역시 수영구 광안동,102-28,102,28,햇살하우스,월세,17.82,202603,500,30,4,2010,부산광역시,수영구,광안동,0,2650010400,2650010400001020028,129.1176535728143,35.16285081656504,parcel_address,
부산광역시 수영구 광안동,142-10,142,10,두성벨라지오,월세,25.39,202603,"1,000",56,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400001420010,129.1139397602318,35.1580882931284,parcel_address,
부산광역시 수영구 광안동,659-8,659,8,센티움시티7차,월세,22.6666,202603,"1,000",65,10,2018,부산광역시,수영구,광안동,0,2650010400,2650010400006590008,129.11379721726485,35.162703556777,parcel_address,
부산광역시 수영구 광안동,135-3,135,3,하늘마루,전세,19.17,202603,"8,400",0,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001350003,129.11756991364035,35.15859990785597,parcel_address,
부산광역시 수영구 광안동,165-22,165,22,두성아빌로스,월세,19.96,202603,500,41,3,2013,부산광역시,수영구,광안동,0,2650010400,2650010400001650022,129.11318654854435,35.154805785832956,parcel_address,
부산광역시 연제구 연산동,410-29,410,29,금강블루빌,월세,16.54,202603,300,33,2,2012,부산광역시,연제구,연산동,0,2647010200,2647010200004100029,129.10204607536497,35.18539574886316,parcel_address,
부산광역시 남구 대연동,1501-13,1501,13,메타시티,월세,14.573,202603,500,63,2,2025,부산광역시,남구,대연동,0,2629010600,2629010600015010013,129.08866860207556,35.141242453286985,parcel_address,
부산광역시 북구 덕천동,319-7,319,7,원시티,월세,15.4,202603,"1,000",30,2,2016,부산광역시,북구,덕천동,0,2632010400,2632010400003190007,129.01305583844362,35.21450408640626,parcel_address,
부산광역시 사하구 하단동,595-17,595,17,블루원,월세,13.13,202603,"2,000",22,4,2013,부산광역시,사하구,하단동,0,2638010300,2638010300005950017,128.9626251286398,35.10544525856572,parcel_address,
부산광역시 부산진구 개금동,616-7,616,7,라인힐스,전세,29.16,202603,"14,000",0,2,2022,부산광역시,부산진구,개금동,0,2623011100,2623011100006160007,129.01935840480638,35.14870378086694,parcel_address,
부산광역시 중구 보수동3가,71-8,71,8,일강빌,월세,12.28,202603,300,30,5,2014,부산광역시,중구,보수동3가,0,2611012200,2611012200000710008,129.0229991455434,35.103589960291586,parcel_address,
부산광역시 동래구 온천동,480-35,480,35,스파캐슬,월세,16.481,202603,300,30,3,2013,부산광역시,동래구,온천동,0,2626010800,2626010800004800035,129.07801003924627,35.21349649528953,parcel_address,
부산광역시 사하구 괴정동,536-2,536,2,성심드림하우스,전세,28.96,202603,"8,400",0,2,2020,부산광역시,사하구,괴정동,0,2638010100,2638010100005360002,128.98796829292587,35.095802996193555,parcel_address,
부산광역시 금정구 장전동,134-4,134,4,OliveZone,월세,18.04,202603,500,30,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001340004,129.0839619970057,35.23867476140512,parcel_address,
부산광역시 부산진구 개금동,177-279,177,279,펜트힐,월세,15.0675,202603,500,55,14,2023,부산광역시,부산진구,개금동,0,2623011100,2623011100001770279,129.0220561135799,35.15219249368788,parcel_address,
부산광역시 사하구 장림동,332-19,332,19,파밀리아S,월세,20.1,202603,300,44,5,2013,부산광역시,사하구,장림동,0,2638010500,2638010500003320019,128.97026844033877,35.08026382444479,parcel_address,
부산광역시 북구 구포동,982-39,982,39,센트빌II,월세,18.43,202603,"1,000",35,3,2013,부산광역시,북구,구포동,0,2632010500,2632010500009820039,129.00052251780778,35.202317094120446,parcel_address,
부산광역시 해운대구 재송동,1071-23,1071,23,첼리투스,월세,16.47,202603,500,47,6,2020,부산광역시,해운대구,재송동,0,2635010400,2635010400010710023,129.12142829950938,35.18705404946256,parcel_address,
부산광역시 부산진구 개금동,616-5,616,5,해오름C동,월세,13.16,202603,"2,000",8,4,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100006160005,129.01875425339279,35.148711169245445,parcel_address,
부산광역시 사하구 괴정동,775-4,775,4,(775-4),월세,28.74,202603,"1,500",34,4,2022,부산광역시,사하구,괴정동,0,2638010100,2638010100007750004,128.98816726905997,35.100331717210096,parcel_address,
부산광역시 부산진구 가야동,58-6,58,6,해븐빌,월세,23.19,202603,"1,000",23,4,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000000580006,129.03667034635322,35.15532912481045,parcel_address,
부산광역시 해운대구 중동,1323-3,1323,3,JS타운1,월세,18.2,202603,100,40,4,2012,부산광역시,해운대구,중동,0,2635010600,2635010600013230003,129.17043729161145,35.16761328859328,parcel_address,
부산광역시 부산진구 양정동,114-2,114,2,로얄캐슬,월세,21.27,202603,500,30,4,2011,부산광역시,부산진구,양정동,0,2623010100,2623010100001140002,129.0759523110147,35.17620124270924,parcel_address,
부산광역시 부산진구 양정동,313-13,313,13,프라디움,월세,15.67,202603,300,39,2,2017,부산광역시,부산진구,양정동,0,2623010100,2623010100003130013,129.0699130456871,35.175671215150096,parcel_address,
부산광역시 부산진구 개금동,616-5,616,5,해오름C동,월세,14.7,202603,"1,000",14,3,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100006160005,129.01875425339279,35.148711169245445,parcel_address,
부산광역시 남구 대연동,1464-7,1464,7,더샵2,월세,14.1865,202603,"2,000",36,3,2021,부산광역시,남구,대연동,0,2629010600,2629010600014640007,129.0904761645811,35.13844368235395,parcel_address,
부산광역시 남구 대연동,289-23,289,23,라임팰리스,월세,12.935,202603,"5,000",10,5,2021,부산광역시,남구,대연동,0,2629010600,2629010600002890023,129.09174907217934,35.13766302804861,parcel_address,
부산광역시 북구 덕천동,314-1,314,1,파크오피스텔,월세,16.12,202603,100,35,2,2011,부산광역시,북구,덕천동,0,2632010400,2632010400003140001,129.0065252307125,35.213824958003904,parcel_address,
부산광역시 북구 덕천동,315-19,315,19,(315-19),월세,17.46,202603,200,29,5,2012,부산광역시,북구,덕천동,0,2632010400,2632010400003150019,129.00720445180878,35.213970658127494,parcel_address,
부산광역시 부산진구 범천동,841-296,841,296,화승빌,월세,12.81,202603,500,35,5,2013,부산광역시,부산진구,범천동,0,2623010400,2623010400008410296,129.06225386442944,35.143144498958485,parcel_address,
부산광역시 연제구 거제동,500-51,500,51,수림하우스나동,월세,17.67,202603,"1,500",30,2,2019,부산광역시,연제구,거제동,0,2647010100,2647010100005000051,129.07086704209172,35.17876745984286,parcel_address,
부산광역시 사하구 하단동,499-39,499,39,승아하우스(499-39),월세,29.1,202603,300,29,4,2002,부산광역시,사하구,하단동,0,2638010300,2638010300004990039,128.96404811104776,35.1110259974385,parcel_address,
부산광역시 동래구 안락동,446-71,446,71,에덴하우스,전세,24.18,202603,"9,300",0,2,2022,부산광역시,동래구,안락동,0,2626010200,2626010200004460071,129.10384693564447,35.19909113083138,parcel_address,
부산광역시 서구 동대신동3가,350-6,350,6,한울시너스,월세,12.52,202603,300,32,3,2011,부산광역시,서구,동대신동3가,0,2614010300,2614010300003500006,129.0169418354276,35.1133107857665,parcel_address,
부산광역시 사상구 주례동,54-104,54,104,해랑,월세,15.9,202603,200,40,4,2012,부산광역시,사상구,주례동,0,2653010600,2653010600000540104,129.01506214696096,35.15018803572454,parcel_address,
부산광역시 연제구 연산동,1320-16,1320,16,골든뷰,월세,16.16,202603,500,30,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200013200016,129.0804095085974,35.18094377174421,parcel_address,
부산광역시 수영구 민락동,146-18,146,18,리치빌,월세,16.43,202603,500,29,4,2010,부산광역시,수영구,민락동,0,2650010300,2650010300001460018,129.11952647198294,35.16375229687044,parcel_address,
부산광역시 수영구 광안동,702-9,702,9,세영힐스테이,월세,16.34,202603,300,51,3,2020,부산광역시,수영구,광안동,0,2650010400,2650010400007020009,129.1116593322641,35.16384737049818,parcel_address,
부산광역시 수영구 광안동,536-17,536,17,KDDomus,월세,27.15,202603,"12,000",5,2,2019,부산광역시,수영구,광안동,0,2650010400,2650010400005360017,129.11003049250797,35.16116560014632,parcel_address,
부산광역시 수영구 광안동,131-24,131,24,한다더포레스트,전세,16.44,202603,"9,600",0,3,2021,부산광역시,수영구,광안동,0,2650010400,2650010400001310024,129.12036905182453,35.15926543749566,parcel_address,
부산광역시 수영구 광안동,105-21,105,21,케이스카이월드,월세,22.84,202603,"2,800",48,2,2021,부산광역시,수영구,광안동,0,2650010400,2650010400001050021,129.11802940897593,35.16267335569375,parcel_address,
부산광역시 기장군 기장읍 교리,351-17,351,17,더하우스기장점,월세,22.78,202603,300,31,4,2004,부산광역시,기장군,기장읍,0,2671025000,2671025000003510017,129.21839504100964,35.252001715337265,parcel_address,
부산광역시 기장군 기장읍 청강리,80-7,80,7,가우디움2,월세,27.4198,202603,"1,000",55,5,2021,부산광역시,기장군,기장읍,0,2671025000,2671025000000800007,129.21753554919655,35.23982342657483,parcel_address,
부산광역시 사상구 주례동,60-25,60,25,양지파크,월세,29.29,202603,"1,000",50,2,2016,부산광역시,사상구,주례동,0,2653010600,2653010600000600025,129.01369545529388,35.15090563905791,parcel_address,
부산광역시 연제구 연산동,1320-16,1320,16,골든뷰,월세,19.32,202603,200,37,4,2012,부산광역시,연제구,연산동,0,2647010200,2647010200013200016,129.0804095085974,35.18094377174421,parcel_address,
부산광역시 연제구 연산동,622-18,622,18,다이안빌,월세,17.075,202603,500,33,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200006220018,129.086393618543,35.186515404838104,parcel_address,
부산광역시 수영구 광안동,88-45,88,45,흑석푸른마을,월세,25.925,202603,"2,000",38,4,2012,부산광역시,수영구,광안동,0,2650010400,2650010400000880045,129.1159474041177,35.16600679716721,parcel_address,
부산광역시 수영구 광안동,120-270,120,270,송원에이스,전세,16.2,202603,"4,000",0,4,2009,부산광역시,수영구,광안동,0,2650010400,2650010400001200270,129.11460302722196,35.15999918746385,parcel_address,
부산광역시 수영구 광안동,186-13,186,13,명성빌라트,전세,18.99,202603,"6,500",0,5,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001860013,129.11241072518018,35.150571736695795,parcel_address,
부산광역시 수영구 광안동,186-13,186,13,명성빌라트,전세,18.99,202603,"6,500",0,5,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001860013,129.11241072518018,35.150571736695795,parcel_address,
부산광역시 사상구 주례동,74-46,74,46,동이빌,월세,16.5873,202603,"2,000",33,7,2018,부산광역시,사상구,주례동,0,2653010600,2653010600000740046,129.01207580617904,35.14975462916641,parcel_address,
부산광역시 사상구 주례동,72-3,72,3,휴먼빌,월세,16.02,202603,100,33,7,2003,부산광역시,사상구,주례동,0,2653010600,2653010600000720003,129.01165612582815,35.149843996331455,parcel_address,
부산광역시 금정구 장전동,385-41,385,41,마망빌,월세,13.17,202603,300,29,3,2015,부산광역시,금정구,장전동,0,2641010800,2641010800003850041,129.08549172843374,35.23511862762878,parcel_address,
부산광역시 부산진구 부전동,408-3,408,3,스타원룸,월세,15.84,202603,500,31,6,2012,부산광역시,부산진구,부전동,0,2623010300,2623010300004080003,129.05395997951547,35.1608072649973,parcel_address,
부산광역시 해운대구 재송동,1074-9,1074,9,센텀스위트,월세,25.77,202603,500,40,5,2013,부산광역시,해운대구,재송동,0,2635010400,2635010400010740009,129.1221624180181,35.18642070717061,parcel_address,
부산광역시 해운대구 재송동,1073-15,1073,15,메트로폴리스15,월세,29.85,202603,"2,000",58,9,2019,부산광역시,해운대구,재송동,0,2635010400,2635010400010730015,129.12176801835477,35.18735999131685,parcel_address,
부산광역시 금정구 남산동,20-23,20,23,청하빌,월세,29.95,202603,"1,000",40,5,2017,부산광역시,금정구,남산동,0,2641010400,2641010400000200023,129.09143052689905,35.27156474850739,parcel_address,
부산광역시 서구 동대신동3가,95-3,95,3,메종드Ⅲ,월세,18.65,202603,"1,000",43,3,2018,부산광역시,서구,동대신동3가,0,2614010300,2614010300000950003,129.01792333895352,35.11710260834473,parcel_address,
부산광역시 부산진구 전포동,306-9,306,9,올리버그린,월세,12.28,202603,300,31,3,2011,부산광역시,부산진구,전포동,0,2623010200,2623010200003060009,129.0666790014842,35.15622768954474,parcel_address,
부산광역시 사하구 하단동,870-169,870,169,현대캐슬,월세,17.91,202603,200,20,1,2002,부산광역시,사하구,하단동,0,2638010300,2638010300008700169,128.96087640232878,35.1123208076053,parcel_address,
부산광역시 사하구 하단동,604-3,604,3,가림빌,월세,13.1284,202603,500,35,12,2019,부산광역시,사하구,하단동,0,2638010300,2638010300006040003,128.9612081785998,35.10456810411594,parcel_address,
부산광역시 남구 대연동,335-8,335,8,오퍼스2,월세,15.17,202603,300,34,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600003350008,129.09514234097637,35.13499416266658,parcel_address,
부산광역시 남구 대연동,298-10,298,10,아이린9,월세,16.63,202603,300,30,3,2010,부산광역시,남구,대연동,0,2629010600,2629010600002980010,129.08936138152524,35.13779348892671,parcel_address,
부산광역시 남구 대연동,1747-10,1747,10,비젼하이빌,월세,12.37,202603,500,41,3,2013,부산광역시,남구,대연동,0,2629010600,2629010600017470010,129.0911676767211,35.13417787552798,parcel_address,
부산광역시 중구 영주동,619-6,619,6,시크빌리지,월세,27.18,202603,"1,000",55,3,2015,부산광역시,중구,영주동,0,2611010100,2611010100006190006,129.03684417504016,35.11028272684529,parcel_address,
부산광역시 연제구 거제동,894-5,894,5,골드빌,월세,15.99,202603,500,35,3,2011,부산광역시,연제구,거제동,0,2647010100,2647010100008940005,129.066334425771,35.19239203036635,parcel_address,
부산광역시 남구 대연동,1555-11,1555,11,글로리아트빌B,월세,14.4,202603,100,22,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600015550011,129.0875778104398,35.14192254811168,parcel_address,
부산광역시 동래구 온천동,1404-9,1404,9,비스타빌,월세,15.75,202603,"1,000",15,2,2011,부산광역시,동래구,온천동,0,2626010800,2626010800014040009,129.07081626870485,35.208245939333054,parcel_address,
부산광역시 금정구 장전동,222-71,222,71,(222-71),월세,14.37,202603,500,30,5,2012,부산광역시,금정구,장전동,0,2641010800,2641010800002220071,129.08741843017384,35.237332361848786,parcel_address,
부산광역시 남구 대연동,639-7,639,7,대연빌,월세,15.84,202603,300,30,2,2001,부산광역시,남구,대연동,0,2629010600,2629010600006390007,129.0972178534043,35.13128942927827,parcel_address,
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,11.04,202603,"4,000",30,2,2022,부산광역시,남구,대연동,0,2629010600,2629010600005710013,129.09870433497622,35.13111261774753,parcel_address,
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,10.575,202603,"5,400",20,3,2022,부산광역시,남구,대연동,0,2629010600,2629010600005710013,129.09870433497622,35.13111261774753,parcel_address,
부산광역시 남구 대연동,571-8,571,8,칼리지빌,월세,18.0,202603,"2,000",28,2,2001,부산광역시,남구,대연동,0,2629010600,2629010600005710008,129.09896855083366,35.131106452021925,parcel_address,
부산광역시 부산진구 개금동,177-114,177,114,정훈하우스,월세,14.57,202603,"2,000",20,2,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001770114,129.02225132273819,35.15172667101202,parcel_address,
